ulasan,label
Asalamualaikum hay semua nama saya Hanna. Senapcat ini bagus banget loh filter nya bagus loh 😍tapi pas daftar agak lama sih cuman 2 jam baru bisa. tapi nggak papa 😊. Yang belum donwload buruan donwload 😍.,5
Kenapa filter cryingnya tidak bisa.. dan beberapa filter juga hanya bisa captured tidak bisa untuk ditekan lama jadi video... Sudah uninstal dan instal ulang tetap seperti itu,4
Thanks sebelumnya aplikasi nya tu bagus eh tapi kenapa sih harus mendaftar dulu eh pas di daftar salah muluk cara ini salah cara itu salah pusing gua gua aja kayak nya yang pusing nah pas nyari di YouTube tu di YouTube salah lagi sampe akhirnya gua apus gua nyesel tu download Snapchat kesel gua sama aplikasi yg gituan pokoknya ulusan ya atau tidak yang jelas gua nyesel tolong diperbaiki lagi bukpak Katanya gua gini nih gimana lah ini Apk nya maaf kalo ada kata kata salah dan maaf kalo mnyingggu,1
"Gua yang awalnya ngasih bintang lima skrng jdi satu karna stelah gua uninstall dan gua install lagi, yang ada pas daftar salah² terus gak bisa masuk,, udah aku cari lupa kata sandi udah beres kan pas di coba lagi eh malah kaga bisa lagi. Dah ya kalian yang belom pernah nyoba ini mending kaga usah di download, dan yang udah download jangn di uninstall ntar Kya Gua-_ Gua jadi benci ama nih apk!!!!!-_ bgsttt",1
"Haloooo Bo's min,,, kenapa snapchet nya keluar sendiri,, lalu terkunci,,, setelah ku buka lagi keluar lagi dan terkunci lagi,,, apa masalahnya Bo's,,, padahal aku baru 3 hr ini mainkan aplikasi ini,,, TOLONG PERBAIKILAH BO'S,,, TERIMAKASIH",3
Waktu itu apk ini bagus nah terus aku hapus apk ini dan aku instal lg tapi tiba-tiba ketika aku udah foto aku mau liat hasil nya dan tiba-tiba langsung ke pengaturan jadi tolong perbaiki mungkin cuma 1bintang saja yg saya beri,1
"Assalamu'alaikum perkenalkan nama saya Erin, saya hanya memberi tau aplikasi ini sangat bagus , ada efek nya, bisa ngobrol bareng sama temen, bisa di edit, dll. Justru itu aku suka sama aplikasi ini (snapchat) segitu saja dari saya kurang ada lebih nya minta maaf asalamualaikum",5
"Menurut aku sih kurang bagus tapi aku kasih bintang 5 karena aku harus terima karena kita aja belum tentu kan bisa mbuat ini aja mbuat aplikasi ini harus berbulan-bulan terima kasih ya, yang sudah membuat aplikasi ini, assalamualaikum w.b, byee 🤗🤗",5
"gimana sih,udah buat akun 2 kali tiba tiba terkunci secara permanen terus aneh,padahal bsru buat banget beberapa jam,dan gak pernah tuh yang aneh aneh,tolong dong di perbaiki",1
"mengapa efeknya tidak tersimpan dlu setiap efeknya sudah loading pasti lngsng tersimpan ke halaman utama tapi sekarang udah gak bsa,jdi klw mau pke efek itu harus nyalain data lgi. mohon yahh diperbaiki lagi, terimakasih 🙏",3
Apk nya dah oke tapi sya tau klo pas uda foto memang gk masuk galeri jadi haru di secrensute tpi walau kyk gitu aku tetep suka ama apk nya tapi kasih fitur di simpan masuk galeri ya biar banyak orang yg suka sama apk nya dah aku sampai sini aja komen nya bay😊🙌,4
aplikasi nya bagus tapi mb nya sangat besar dan knp di hp teman saya ada tema trsbt tapi di hp saya tidak ada dan pendaftaran nya sangat susah bikin semua orang kesal saja😡😬😤!!!mohon di perbaiki lebih bagus lagi ya,2
"Makasih ya kak untuk yang buat aplikasi snapchat ini, aplikasi nya luarbiasa saya suka bangat sama aplikasi ini, stiker nya juga bagus bagus kak, tapi bisa di tambah lagi stiker nya ya kak, nt klo udah bisa aku tambah lagi bintang nya",4
"Say suka sekali aplikasi ini sangat membantu saya untuk foto,pertamakali saya download aplikasi ini saya ketagihan,tapi kelamaan nya aplikasi ini eror ,kalo kita pengen berubah perofilnya ga bisa saya tidak suka Maaf saya hanya mengasih bintang 4 karena saya tidak terlalu suka aplikasi Snapchat maaf ya",4
Hi aku aurel aplikasi ini sangat bagus foto saya jadi lebih bagus jika memakai aplikasi ini tapi seharusnya masuk ditambahkan lagi semisal masuk dengan google/facebook tapi nggak papa sih yaudah sampak sini aja ya sampai jumpa bye.....,5
"apl bagus, great job to u who made this, apl buat nipu org stlah ku upload fto hasil cekrekan ku kesosmed, tak kasih 4bintang aja dlu krn 1 nya gabisa kukasih krn blum nemu temen inter wkwk, pdhal pgn bgt chatting with inter friend, haha sudahlah..",4
Aplikasi bagus untuk efek efek nya juga bagus untuk foto nya pun ah mantap tapi ada satu yang kurang tolong filter nya di tambah biar muka muka muka jadi puti,3
Baguss bgttt apk nya.....😚Gayss Bagi Yg Belum Tau Cara Nyimpen NY kaya Gimana?? Ni aku kasih tau jadi:Kalian foto Terus Kalian Pencet Simpan Tapi Yg Lama Terus Kalian Pencet (Simpan Memori&Einternal) Klo gak salah mah Bacaan NY ke gtu intiny pencet yg tengah OK Sekian Terima kasih.......#Aida:)😌✨,5
"bagus,pada tanya kenapa ya?kok ga kesimpen?soalnya pas kamu pertama instal pasti izin kan izinkan trs kan,nah di situ ada tulisan simpan ke roll kamera dan snapchat atau simpan di snapchat,jadi kalian terlalu terburu buru,jadi kalian pencet nya waton,aku ada tuh",5
Disini filter nya banyaaakkkk banget. Tapi ada satu filter yang bikin takut. Filter doggy namanya. Waktu itu malem2 aku nyobain filter itu dan tiba2 disamping aku ada filter itu padahal jelas2 disamping aku itu gak ada orang. Tapi gapapa. Pokoknya filternya bikin kita cantik or ganteng lah. The best pokonya:),5
Buat yg gak tau cara nyimpan fotony biar ak kasi tau... Per1 kalian tinggal foto lalu tekan simpan kemudian kalian tinggal kembali ke awal tapi jgn keluar dari apk Snapchat lalu kalian jgn pakai fitur ap pun kemudian tekan disamping kiri kamera kan ad foto disana lalu foto²itu kalian tinggal tahan lalu nanti ad tulisan ekspor kemudian kalian tekan lalu kalian tinggal pilih deh mau simpan di galeri atau dimana ok maaf klo ad yg salah ya😊,5
"Jujur sejujur jujurnya gatau aku yg ga bisa atau emang kebijakan aplikasi yg aku kurang ngerti, aku pindah kesini karena zenly mau di hapus, aku manfaatin cuman buat tracking lokasi emang, tapi ga ke tracking sama sekali padahal mode hantu udah di hapus dan tetep ga bisa ke deteksi antar teman dan saat teman berjalan pun ga bisa kayak zenly yg juga ikut berjalan, kalau ada bantuan dari snapchat aku kasih tambah bintang terimakasih",1
"Saya sangat puas dengan Apk ini,,apknya bagus Filter2nya juga keren. Tapi yg saya gk suka mungkin,,pas lagi mendowlotd Filter yg kita mau mungkin ya Tapi menurut saya ini bagus dan cukup menarik👍 good job",4
"Assalamualaikum .wr, perkenalkan nama saya ELSA, umur 11,Saya sangat suka banget sama aplikasi ini karna gambar gambar nya bagus bagus banget dari pada yg lain pokoknya saya seneng banget bisa donload apk ini😇buruan kalian donload🤗🤗🤗😇itu saja yg saya komentar kan assalamualaikum wr😊",5
pertama bisa tapi waktu udah lama kamera sama filternya ga muncul terus waktu mau bikin vidio selalu ada tentang mikrofon padahal udah di izinkan tapi tetep aja waktu mau vidio si mikrofon itu muncul terus.ini juga di hapusdownload lagi hapus download lagi.kasih tau ya kenpa....,4
"Sebenernya aplikasi ini tuh bagus...:) tapi pas aku download memo ku langsung penuh...padahal nggk ad aplikasi lain,yh..maklum lah mungkin hp ku yg kentang,dan aku mau kasih saran dong biar mb nya jangan terlalu besar kasian hp kentang yg mw download:V ruangan udah aku kosongin ampe 500an mb dan aplikasi snapchat 44mb eh..pas udah kepasang lgsg penuh memonya😂yaudah itu aja saran aku maaf klo kebanyakan kmn:)🙏moga komentar ini cpt di respon.... Woy cpt di respin napa anjim:""(w dri kmrn nunggu",5
"udh bagus pake zenly mudah bgt bisa mantau orang dimana, suruh pindah ksini tapi gabisa liat teman lokasinya dmn padahal udah ditambahkan sbgai teman. tp liat di peta gada teman satu pun yg bsa di liat lokasinya",1
"Download nya cepat💦 Tpi kan sudah didownload,, sampai 100% Tpi kok ada kata ""Aplikasi snapChat tidak bisa di instal""👿 Aku ulang lagi dan terus di ulang💤 Tetap saja ada kata itu Saya pengen banget aplikasi snapChat😞 Tolong perbaiki lagi yaa😞tolongg🙏🙏",2
"Apknya sangat bgus,,,, oh iya maaf kalo kalian beri ulasan itu jangan kyk""aplikasinya jelek tapi boong hayyuk papalepapale pale pale""itu sangat tidak hormat seharusnya kalian jngan ikiutin ulasan org lain yg jelek sekali hampir semua game ada ulasan ""aplikasinya sangat jelek,,"" kalau jelek ngapain coba kaleenn download:v aplikasinya,,,,, Mungkin segini dulu untuk pendapat tentang Aplikasi ini terima kasih,,❤❤❤semoga yg selalu bilang aplikasi lain kayk di atas tadi semoga pas dimainim rusak mapos",5
"Aplikasinya bagus banget, i'am like Efeknya banyak dan bagus² /*walau gk sebagus IG Aku download ini karena gk pyn IG Tapi bagus juga kok, sayang aja online gitu ya kan... Tapi bagus walaupun offline kita juga masih bisa foto pake efek yg nagus² Suka deh sama SNAPCHAT 😗💘",5
"Halo pihak Snapchat, sejauh ini saya telah menggunakan aplikasi ini dengan baik, semua berjalan lancar walau akun saya telah terkunci beberapa kali, hingga berapa hari ini saya tak bisa login kembali, dan saya mendapat kabar bahwa akun saya telah terkunci permanen,mohon kepada pihak Snapchat untuk memperbaiki ketidaknyamanan ini:( hal ini sangat mengaggu saya sebagai pengguna, saya telah mengikuti instruksi dari semua tim Snapchat, tapi kunci akun saya tetap tak terbuka, MOHON UNTUK MEMBUKA KUNC",3
Aplikasi nya bagus tapu setelah di instal sudah sampe 97%malah ngulang lagi dari 0%tolong di perbaiki ya😄,3
"ini sudah saya install kembali, sebelumnya saya hapus,, mau coba kembali kenapa filter cartoon 3d italy, tidak bisa digunakan untuk video, cuma bisa foto doang..",4
"Hi, Snapchatnya sudah bagus, pertemanan aman. Tetapi kenapa Spotlight saya loading terus ya? Di aplikasi lain yang ada video slide seperti itu tetap berjalan yang artinya bukan karena internet saya. Tolong perbaiki masalah saya terimakasih.",4
"bagus aplikasinya,imut imut stiker nyaa.Tapi yang jadi masalahnya itu pas aku buat kata sandi terus pas udh buat ehh kok engga mau masuk,terus aku coba berulang ulang kali tapi engga mau,tolong diperbaiki lagi yaa snapchatnya",3
"Ini rekomend bangett si buat yang suka foto selfie biar keliatan aesthetic ditambah filternya yang unyu unyu, sumpahh ini tu so cyute bangetttt. Dan bisa buat ngevideo juga 🥺 I REALLY LIKE THE FILTER ❤",5
"Hai Snapchat, kenapa ya kamera snapchat saya suka berubah posisi jadi landscape padahal saya tidak mengubahnya. Sehingga saya harus uninstall dan install ulang. Tolong ditanggapi.",3
Sebenrnya nih apknya bgs bngt. Aku dah pake lama tapi entah kenapa berapa berapa bulan terakhir ini kalau mau salin pesan layarnya jadi kedap kedip dan mau krm pesan jga jdi lelet ga terkrm2. Dan jga sya mau login lagi ke akunku knpa ga bsa pdahal udah benar semua sandi sama emailnya.. kcwa saya huhu,1
Aplikasi video yang sangat very very nice memberikan hiburan di saat kondisi gabu maupun mager. Terus berkembang SNAPCHAT.,5
"tolong bantu saya,kenapa saya jika selfi mengunakan apk ini,sering lag dan tolong perbaiki masalah ini,saya sudah coba mendowload beberapa kali dan menghapusnya dan mendowloadnya ulng tpi tetap saja setiap saya selfi dan mengetuk emot dan efek² nya apknya lngsing lag dan tdak bisa digunakan tolong mohon bantuannya 🙏🙏",1
"Alo ges,aplikasi ini?,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,sangat lah mantul knp mantul? ,krna ada efek baru filter baru setiap hari ada baru2,uda itu kita bisa chat temen kita dan bisa chtan dengan temen baru,pokok nya aplikasi ini luar biasa,jan lupa donlot yah.terimakasihhhh",5
"Apk nya bagus kok,filter nya juga berfariasi dan bagus² jadi kadang aku bingung mau pilih yang mana aku paling suka itu yg filter yg warnanya kayak oranye gitu tapi kayak ada coklatnya gitu bagus banget ,saya mau berterimakasih sama developer yg udah buat snapchat kalau ada yang salah dari perkataan aku yg disengaja maupun tidak disengaja tolong dimaafkan, wassalamu'alaikum warahmatullahi wabarukatuh",5
Aplikasi ini bagus banget bener tapi aku sering pake buat poto poto aja 😆 oh ya buat yang sering bilang apk ini jelek bangett sampe ada yang kasih satu bintang cuma buat ngeprank tolong ya jangan pada kayak gitu plis ya aku juga udah bosen bacanya,5
"knp saya sudah nyimpen fotonya pas saya liat gak ada tolong perbaiki aplikasinya dong saya sudah dowlond apus masih aja kaya gitu,pas pertama saya abis dowlond ada pas saya keluarin langsung gak ada fotonya",1
Assalamualaikum. Apk ini bagus banget sumpah deh kalian nyesel deh klo nggak download kalian nggak nyesel pastinya klo download apk ini efek nya pada bagus banget klo ada efek baru suka muncul ihk pokoknya bagus banget apk ini nggak menuhin memoti sama sekali penjelasan sya kari ini sampai sini cukup sekian terima kasih Wasalamualaikum.,5
"I love snapchat, and snapchat always the best. Maaf ya yang dibawah itu mereka hanya terlalu miskin untuk beli hp yang ram nya besar,bagi yang handphone bagus atau mahal silahkan download app ini adalah yang terbaik, dan bagi yang hp nya jadul tolong kalo kurang memuaskan jangan berkomentar yang jelek jelek. I love you snapchat 😍😘😍😘😍😘",5
"Tiba-tiba akun terkunci tanpa sebab, dan tidak ada solusi untuk mengenbalikan akun. Dengan alasan melanggar paduan komunitas. Perasaan ga ngapa²in deh. Tolong diberi solusi. Sudah 7 kali buat akun baru. Padahal juga ga ada yg aneh² bisa²nya hilang terus",1
Apk nya bagus banget..bisa ngambil emoji yang baru woho aku sangat senang tpi kalau main game sama orang gak bisa knp ya tolong perbaiki Dan efek nya juga bagus bagus gak ada yang jelek nah makannya aku kasih bintang 5 ⭐⭐⭐⭐⭐,5
"Assalamualaikum Hai namaku zivilia miftakh Beauty jannah, salken,aku udah donload apknya bagus banget, memuaskan, filternya juga bagus, tapi sekarang aku baru kasih bintang 2 karena MB nya yang banyak,dan waktu aku buka apknya filternya ilang, jadinya aku daftar Lagi deh, y udah itu aja yg mau aku sampaikan bye Wassalamu'alaikum.",2
"gagal trs masanginnya anyink :( gue udah hapus semua aplikasi dan penyimpanan gue bener bener kosong, awalnya sih bisa eh akhirnya malah gabisa trs katanya hapus lagi. ah tau ah gue cape bgt di phpin sakit tau ga? :( btw gue download snap chat pgn nyoba filter yang baru itu hehe",1
Saya kasih bintang 3 kenepa karena pas saya mau masuk aplikasi ini kok nggak muncul muncul setikerny ata emoji nya banget padahal saya pakai wifi saya dan wifi saya itu lancar banget kok tolong dong di perbaiki ya agar lebih lancar aplikasinya kalau sudah di perbaiki pasti saya kasih bintang 5 saya janji kok,3
"Aplikasi ini bagus, cuman kenapa akhir-akhir ini akun saya selalu terkunci? Saya sudah mengikuti semua petunjuk yang diberikan oleh tim Snapchat, tetapi mengapa akun saya menjadi kunci permanen? Saya mohon diperbaiki lagi, saya sungguh tidak nyaman seperti ini, mohon untuk diperbaiki ulang dan membuka kunci akun saya.",2
"Aku udah yakin pasti Snapchat ini bagus , Aku baru donlot jadi belum dibuka aplikasinya aku kasih bintang 4 duluyah nanti kl udah aku liat bagus nggak baru nanti kl bagus aku kasih bintang 5 tapi kl jelek aku kasih bintang 3 aja yahh.. 🤔🤔",4
"Kenapa di setiap apk banyak banget yg ngomong kayak gini :ih apani apk nya jelek banget!!!!!!!!!!!!!!!!!!!!Et tapi boong.buat kalian yg ngomong kayak gitu gk malu apa sama negara lain ada gk yg kayak gitu coba hargain ush org kayak komen mks ya yg udh buat apk ini semoga apk nya lancar terus ,ini malah bilang apk nya jelek banget tapi boong lah.tolong jangan kayak gitu 👌",5
"Aplikasi ini emang keren sih tapi kenapa ya setiap mau save fotonya, malah ke info apk terus? Pdhl memori gk penuh tapi setiap mau save fotonya selalu harus gitu dulu. Terima kasih",2
"aplikasinya bagus banyak filter yang menarik😄buat yang bilang aplikasi nya jelek hp nya kali yang kentang,ups 🤭 Maaf kalo ada kata kata dari saya yang menyinggung atau tidak sopan. Udah gitu aja, terimakasih😁😁😁😁",5
Saya itu mau download aplikasi ini tapi ga bisa terus saya chek ke no telepon saya cek kuota tapi masih ada yaitu 0kb lagi masih banyak kan saya bingung saya buka aplikasi FB WhatsApp pun ga bisa padahal kuota masih banyak,1
"Assalamualaikum,Hai nama saya Alvi, saya kelas 5 sd,Aplikasi ini sangat bagus, kayak sama Instagram,pokoknya aku sukaa bangett sama aplikasi ini, bisa juga ngobrol sama orang orang, oke sampe sini aja komen dari aku, pokoknya The Best banget Wassalamualaikum:))",5
"Bagus banget Malah lebih bagus dari IG Yaa walaupun filter nya itu gak sebagus IG Maksudnya loginnya lebih mudah kalo pake SC(SnapChat) Bisa berteman juga, tapi rata² jarang ada yg dari indo Tapi bagus 🤧👍👍 Langganan banget sama SC🥺💕💕",5
Bagus apk nya tapi..efek bawaan nya suka ngilang jadi kalo nggak ada kuota nggak bisa pake deh mohon di perbaiki lagi saya bener' nggak nyaman!,4
Kenapa setiap mau buat video pakai filter wajah gak bisa terus ya? Dia mirip macet2 gitu jadinya bergerak seperti Boomerang ig gitu padahal belum di potret sama sekali-_- tolong yang tau solusinya dong,4
"Fitur chat sangat membingungkan karena hanya menggunakan satu sisi dan dibedakan dengan warna, dimana ketika tidak fokus maka akan terlihat sama. Tidak ramah pada yang buta warna",1
Aplikasi nya bagusssssz binggitz tapi lebih bagus di kasih musik itu..pasti banyak yg suka plizzzzzzzzzz di perbarui yaaa💞🥺🥺🥺🥺 End kalo buat foto itu muka harus glow aku kinta kek gitu,5
"Download ini krna Apk Zenly mau tutup, maps ny ngga seakurat zenly, ud salung temenan juga, tpi gbsa lihat lokasi ny? Atau sya yg ngga pahamm yaa... Jujurly zenly terbaik.. Knp harus d suruh ke maps yg ini..... 😭 Tolong d bantuu",1
"Udah berapa kali uninstal pasang lagi tp tetep filter/efeknya ga lengkap, pokonya beda di temenku ada filter yg aku pengen, di aku ga ada padahal udah sampe di perbarui juga, di unisntal lagi pasang lagi berkali kali",1
"Halo, saya Nessya! aplikasi ini bagus sekali, dari saya tidak percaya diri menjadi percaya diri setelah menggunakan filter di Snapchat. dan saya jadi bisa mengenal lebih banya orang, tidak ada ke kurangan menurut saya! ini sudah lebih dari cukup. terus berkembang yaa! sekian dari saya, terimakasih banyak untuk team dan developer Snapchat!",5
Apk ini jelek bangettt!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Beneran disana di suruh ngisi ngisi email terus nomor telpon aku udah masukin semuanya tapi saat yang terakhir nyang kodeng yaampun susah bangaet ga masuk masuk sasahhhhhhhh jadi nyesel dehhhh,2
"Bagus..tapi gw pernah nyoba yang bisa tukeran wajah gitu,tapi yang tertuker di udara(kayak melayang n ada wajah item nya) diperbaiki dong bug nya serem njir",3
"Assalamualaikum aplikasi nya bagus banget efek nya keren lagi pokok nya bagus deh ini temen ku jadi banyak yang download aplikasi ini , jadi kalo kita mau foto hasilnya jadi bagus banget keren deh 😊😊 buruan kalian download di jamin foto kalian bagus deh 😊 😊 segitu aja Oky bye wassalamu'alaikum",5
"Halo nama saya Risma. Aku mau instal aplikasi ini, tapi😦lama banget sih instal nya, nunggu 1 jam nih. Sebenarnya aku suka banget sama aplikasi ini, soalnya kakak aku punya aplikasinya,aku juga mau punya, tapi kok lama banget sih, suka gagal jg, padahal kuota aku baru diisi tadi pagi 😭jadi maaf y kalau aku cuma kasih bintang 2 aja🙏🙏🙏",2
"Haiii gaisss nm ku jelita aku sukaa banget apk ini dari filternya,permainan nya dll darii dlu. knp aku kasih bintang 4 karna minggu lalu ni apk g sengaja kena uninstal lah gw instal lagi g bisa bisa ampe 1 minggu . Semoga aja apk ini lebih baikk",4
"Perkenalkan nama saya aryunah bisa di panggil yunah saya suka banget sama aplikasi ini makanya saya kasih bintang lima,ini aplikasi paling bagus banget kalian klo ngga donlwot nyesel dek,oo iya lebih di tingkatkan lagi sa efeknya di banyakin lagi terima kasih😘",5
apk nya kok jadi gini yaa loading banget pas didownload udah setengah jalan eh kok malah balek lagi keawal sih..tolong dong buat pihak apk nya mohon segera perbaiki saa pas masuknya juga kadang susah..tapi kalau soal filter saya akui sangat bagus dan bermanfaat juga..,2
"Asalamualaikum apk ini sangat bagus! Namun kenapa pas saya uptadet filterny tidak mau muncul fi berlangganan padahal saya sudah klik berlangganan,tolong di perbaiki lagi ya!☺",4
"Thanks you for much 😄Buat yang bikin snapchat ini bagus banget aplikasinya....... Dan buat kalian semua yang komen ""jelek banget aplikasinya"" itu semua gak mungkin padahal aplikasinya 👍👌oke banget ko mungkin kalian ajah yang nggak bisa buka snapchat nya🤗 😍 atau hp nya kacang canda kacang",5
"saya sudah update app ini beberapa kali dan sudah uninstal beberapa kali jg, tpi knp filter yang ngerubah wajah jdi anak kecil gakpernah muncul sihh kesell anjirr !! TOLONG DIJAWAB !!",2
Bagus bgt ni aplikasi ni ya gua kasih tau buat yg gak bisa nyimpen kegaleri kalian poto trus ke galeri snapchat kalian trus tekan yg buat kek ngirim/bagikan gitu terus ada tulisan rol kamera nah kalian pencet aja rol kamera tada cek di galeri kalian pastiin ada tulisan diatasnya download potonya udh selesai kalo mau cpt 3poto aja yg dipencetnya kalo lebih dr 3 poto biasanya lelet,5
"Assalamualaikum. Wah aplikasinya bagus banget kita bisa berteman dengan orang luar negri . Apalagi filternya bagus . Dan bisa vidio call, chat dan juga kalau telpon bisa pake filter . Sekian terima kasih",5
Aplikasi pemurah dasar tapi kenapa bagus ya dan aku juga suka jangan bilang kalian lagi baca lagi jangan di baca nanti ujung2 nya download buruan download keburu abis aplikasi nya naik harga lo nanti kalo gk download pasti nyesel,5
"seru banget app ini, tetapi aku kasih binyang 4 yaa, itu karna setiap kali masuk dan membuat kata sandi selelu saja ga bisa, aku suka kesel sii, aku minta kalian perbaiki disalah satu cara memasuki app ini, mohon kerjasamanya",4
"aq sngt suka, dgn aplikasi ini, soalnya cukup menarik, sehingga aq pun tertarik jg, ingin mendownlod, pokonya aplikasi ini sangat bagus kualitasnya,....Semoga pengguna lainya, bisa mendownlodnya jg👍👍👍",5
Saya install ini karena mau coba filter cartoon 3D. Tapi pas dibuka kok filternya hancur dan muncul gelap gelap kayak file rusak gitu.,2
"Bagus aplikasi memudahkan buat komunikasi dan bisa foto dengan filter yang bagus, buat bocil yang ngomong aplikasi ini jelek sumpahhh!!! Tapi boong lu mikir lah anjink kalo mo nilai aplikasi jan pake gituan gak malu lu sama yang liat dasar bocil tolol!!",5
Saya kasi bintang dua saja dulu....soalx bonus kuato 2 GB belum masuk padahal sy download aplikasi ini dan sy jg sudah kirim pesan sm teman tapi belum jg dapat bonus..klu nanti sdh msk bonusx Bru sy tmbah lgi bintang 3 spy cukup 5... Ok,2
"Kasih 3dulu ya karena mnurutku kurang, dari segi filternya terlalu sring berubah"" terkadang yang biasa aku sukai pun hilang 😑, mohon diperbaiki lagi ya",3
"Kecewa banget download apk ini boros data dan juga aneh nya jaringan gw 4G tapi pas login udh pencat pencet ini ituh tapi entah knp selalu ada tulisan ups ada yg salah knp sih?!?!?!tolong diperbaiki ya kalo udh gw kasih bintang 5 deh ok,,,sekian terima gaji💜",1
"Aplikasi nya sangat bagus,aku baru download karena waktu di hp kakak saya itu ada aplikasi Snapchat rupanya bagus jdi aku mau download juga deh snap chat nya aku suka sama filternya itu.",5
"menurut gue semuanya bagus hanya saja aaga sedikit lemot padahal jaringan 4G terus penyimpanan juga masih banyak, mohon ditingkatkan lagi ya:)",4
"Aplikasi apaa ini jelek buram,g jelas aplikasi kentang wkwkwkwkwkwkkwkwkwkw g ad bagus""ny nyesel gw perna download nya ihhh sumpah nyesal bangetttt!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tapi bohong hayukk wkwkwkwk aplikasi ny keren bat hp gw yg kentang bisa nyobain filter yg bagus bagus wkwkwk mantagp dehh mogah kedepan nya makin bagus terus uhuyy:) IG:dxdiana_ (ntar gw back tpi dm yohh) 💛💛💛💛",5
"baguss bgt......karena kita bisa mengekspresikan diri kita melalui sticker sticker yg lucu dan menarik ......jadi kita bebas mengekspresikan diri kita.....soo yg blm dowlond ,dowlond sekarang karena bagus bgt ini.......Thank you snapchat😊😙💜❤",5
"app nya bagus tapi kenapa ya sekali card penuh lagsung drop ngga bisa disimpen ke galeri padahal udah di hapus biar card longgar, tapi tetep aja ngga bisa nyimpen. itu knapaaaa y?!",2
menurut aku sihhh ini aplikadi udah bagus ajaaa... cuman kok pake akun gituuuuu sebel banget jadinya njirrrr!!!! padahal udah pakai akun yang bener tapi gak bisa bisa juga! akhirnya sih juga bisa walauoun udah nyoba beberapa hariiiii! tolong kak di tingkatkan!,2
"Assalamualaikum wr.wb Maaf sebelum nya kalau saya lancang bukan nya saya mau merendah kan apk ini.tapi tolong apk nya di beneri lgi soal nya idah beberapa kali saya coba buat akun apk ini tapi tidak bisa bisa,,padahal semua pas dan betul tapi tetap aj nggak bisa,,tadi jg saya coba lgi kan,,,pertama nya bisa dan cepat,,sudah itu tertutup lgi kayak semula,,,jadi mintak tolong apk nya di buat lgi ya😊",2
"Aplikasinya Sngat Bagus Sya Suka,Apalagi fiilter²nya ok bgt deh pokoknya,buat kalian yang belum download pastikan download ya'). Dan Jangan lupa kasih bintang lima buat aplikasi ini oke,Byee Lopyou:)",5
"Kalian wajib download aplikasi ini! Aplikasi nya bagus banyak efek nya yang keren pokok nya keren dehh gak nyesel pokok nya sekali lagi ""TERIMA KASIH"" aplikasi nya memuaskan sekali ❕bagus lah pokok nyaaa👍👍",5
"Bagus bangettt, efek efek nya menarik banget aku nyoba masuk ke akun aplikasi ini alhamdulillah langsung bisa karena temen temen aku pada selfi selfi pake efek dari apk ini jadi aku pengen dowlod eh eh ternyataa sumpaah baguus bangeet, i love you yg bikin apk ini😊",5
"Hai,saya azizah si editor,saya kelas 3 SMP.. Menurut saya: app ini sangat membantu dalam filter berfoto,bisa chatingan,dan lain lain.Cumam 1 yang jadi kendala saya,yaitu KOK LAMA AMAD YA MENGINSTALNYA 😅 mohon diperbaiki Terima kasih",4
Aplikasi nya tu bagus banget.....harus di coba ya..klo ga di coba pasti bakal nyesel..efek nya juga bukan main....bagus banget👍 Beh snapchat nya bagus banget........... Harus coba nya...teman-teman.,4
menurut saya sudah cukup baik hanya saja untuk snapmap bikin snapmap Seperti zenly karena pengguna zenly tetap ingin merasakan suasana zenly meskipun beda aplikasi,5
Apk nya bagus dan saya suka sama filter filter yg di sediakan. Tapi terkadang filter filter nya suka tidak sama seperti pada gambar :),5
"aplikasi ini sangat bagus apalagi kalo lagi boring seneng banget bisa pake stiker stiker,aku sangat senang bisa ngedownload ini alhamdulilah seneng sekali hati ini serasa di lagit ke 7 wkwkwkw.",5
Assalamualaikum perkenalkan nama chiara saya kelas enam 6 mi apk ini sangat bagus dan vilter nya banyak banget sama suka banget apk ini terima kasih yang sudah buat apk Snapchat sekian dari saya terimakasih. Assalamualaikum ❤️❤️❤️❤️,5
"Aplikasi ini sangat bagus banget kalian gak bakalan sedih deh kalau kalian udah punya aplikasi ini,,oh ya aplikasi ini banyak gunanya kita bisa membuat cerita dan kita bisa memakai efek dan kita bisa buat video dan kita bisa segalanya yang belum instal,instal sekarang aja yah",5
"Hallo snapchat ,aku udh lumayan lama pake apk ini karena menurut aku apk ini okeee ❤ tapi setelah dua hari kebelakang aku update ko tiba"" galeri nya susah kebuka ya ,jadi loading bgt . kan syang juga 😭 mohon pencerahannya😊",5
kenapa snapchat aku ngk bisa lensa face swap yaa?? padahal dah ikuti cara nya .sampe tadi dlm waktu 1jam update sp 2x tetap saja tdk bisa. klo tetap ngk bisa udahlah copot aplikasinya saja. yg sekarang susah bagusan dulu.,1
"Buat kalian yang gabisa nyimpen ke galeri,sebenarnya sih bisa,caranya kalian tinggal buka pengaturan snap nya aja terus scroll sampe bawah,nah terus di situ tuh ada yang tulisannya apa gitu saya juga lupaa",5
